id,field,tp,fp,fn,pred,gold
2621,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2624,entities,1,3,0,family_member;loan;phone_call;victim,loan
2624,relations,0,10,0,creates_false_narrative;demands_secrecy;impersonates_official;normal_call;refers_to_family;requests_personal_info;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,
2624,qualifiers,1,0,0,requested_action_type,requested_action_type
2626,entities,3,5,0,bank_account;credit_card;family_member;location;money;personal_information;phone_call;victim,bank_account;credit_card;personal_information
2626,relations,2,11,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action,creates_urgency;requests_personal_info
2626,qualifiers,2,2,1,coercive_pressure;requested_action_type;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2631,entities,3,2,0,bank_account;credit_card;location;money;phone_call,bank_account;credit_card;money
2631,relations,1,14,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
2631,qualifiers,1,1,1,transfer_channel;urgency,temporal_pressure;transfer_channel
2643,entities,0,2,1,case_number;phone_call,money
2643,relations,1,4,1,creates_false_narrative;creates_urgency;mentions_case_number;normal_call;requests_physical_action,creates_urgency;threatens_arrest
2643,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
2655,entities,5,4,0,bank_account;credit_card;location;money;personal_information;phone_call;security_code;third_party;victim,bank_account;credit_card;money;personal_information;security_code
2655,relations,5,9,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;requests_personal_info;requests_security_code;warns_against_disclosure
2655,qualifiers,1,3,1,coercive_pressure;requested_action_type;transfer_channel;urgency,temporal_pressure;transfer_channel
2667,entities,2,5,0,bank_employee;investigation;loan;location;money;phone_call;victim,loan;money
2667,relations,2,9,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_suspicious_activity;requests_physical_action;requests_remote_control;requests_verification_code,creates_urgency;demands_money_transfer
2667,qualifiers,1,2,2,institutional_pretext;requested_action_type;urgency,requested_action_type;temporal_pressure;transfer_channel
2677,entities,1,2,0,location;money;phone_call,money
2677,relations,0,4,0,claims_financial_loss;demands_secrecy;induces_fear;normal_call,
2677,qualifiers,0,0,0,,
2681,entities,3,4,0,bank_account;case_number;location;money;personal_information;phone_call;victim,bank_account;money;personal_information
2681,relations,2,11,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_specific_action;warns_against_disclosure,creates_urgency;requests_personal_info;threatens_arrest
2681,qualifiers,1,3,1,coercive_pressure;requested_action_type;transfer_channel;urgency,temporal_pressure;transfer_channel
2684,entities,0,3,0,location;phone_call;victim,
2684,relations,0,3,0,claims_identity_theft;normal_call;requests_physical_action,
2684,qualifiers,0,0,1,,transfer_channel
2686,entities,0,3,0,money;phone_call;third_party,
2686,relations,2,4,0,claims_financial_loss;creates_urgency;demands_secrecy;mentions_case_number;normal_call;warns_against_disclosure,creates_urgency;normal_call
2686,qualifiers,0,1,1,urgency,temporal_pressure
2689,entities,2,4,0,bank_account;family_member;location;money;phone_call;victim,bank_account;money
2689,relations,1,10,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;warns_against_disclosure,creates_urgency;threatens_arrest
2689,qualifiers,2,1,1,coercive_pressure;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2699,entities,2,3,0,credit_card;location;personal_information;phone_call;victim,credit_card;personal_information
2699,relations,1,7,0,claims_identity_theft;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_security_code,requests_personal_info
2699,qualifiers,0,2,1,requested_action_type;temporal_pressure,transfer_channel
2704,entities,2,0,0,bank_account;money,bank_account;money
2704,relations,1,5,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;demands_money_transfer;mentions_account_freeze;mentions_suspicious_activity,demands_money_transfer
2704,qualifiers,2,0,0,requested_action_type;transfer_channel,requested_action_type;transfer_channel
2709,entities,1,5,0,bank_account;family_member;government_agency;location;money;victim,bank_account
2709,relations,2,12,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer
2709,qualifiers,2,1,1,coercive_pressure;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2711,entities,1,2,0,bank_account;money;victim,bank_account
2711,relations,2,11,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_suspicious_activity;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer
2711,qualifiers,2,1,1,requested_action_type;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2712,entities,2,4,0,bank_account;investigation;location;personal_information;phone_call;victim,bank_account;personal_information
2712,relations,2,8,0,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_account_freeze;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action,creates_urgency;requests_personal_info
2712,qualifiers,1,4,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,temporal_pressure;transfer_channel
2714,entities,10,11,0,arrest_warrant;bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;credit_card;family_member;government_agency;loan;money;personal_information;police_officer;prosecutor;security_code
2714,relations,7,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2714,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2716,entities,2,5,1,bank_account;case_number;family_member;loan;location;personal_information;victim,bank_account;money;personal_information
2716,relations,3,11,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_specific_action;requests_verification_code,creates_urgency;demands_money_transfer;requests_personal_info;threatens_arrest
2716,qualifiers,3,1,1,coercive_pressure;requested_action_type;transfer_channel;urgency,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2717,entities,6,7,1,bank_account;bank_employee;case_number;family_member;investigation;location;money;online_banking;personal_information;phone_call;police_officer;security_code;victim,bank_account;family_member;government_agency;money;personal_information;police_officer;security_code
2717,relations,6,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;normal_call;requests_personal_info;requests_security_code;threatens_arrest;warns_against_disclosure
2717,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2725,entities,4,8,0,bank_account;bank_employee;caller;credit_card;document;family_member;location;money;personal_information;phone_call;third_party;victim,bank_account;credit_card;money;personal_information
2725,relations,2,15,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_specific_action;requests_verification_code,demands_money_transfer;requests_personal_info;threatens_arrest
2725,qualifiers,2,1,0,coercive_pressure;requested_action_type;transfer_channel,coercive_pressure;transfer_channel
2731,entities,3,6,0,family_member;government_agency;investigation;location;personal_information;phone_call;police_officer;prosecutor;victim,personal_information;police_officer;prosecutor
2731,relations,2,9,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info,impersonates_official;requests_personal_info;threatens_arrest
2731,qualifiers,2,1,0,coercive_pressure;institutional_pretext;requested_action_type,coercive_pressure;institutional_pretext
2736,entities,6,5,0,bank_account;bank_employee;credit_card;family_member;government_agency;location;money;personal_information;phone_call;prosecutor;victim,bank_account;credit_card;family_member;money;personal_information;prosecutor
2736,relations,3,14,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2736,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2742,entities,4,4,0,bank_account;bank_employee;family_member;loan;money;phone_call;prosecutor;victim,bank_account;loan;money;prosecutor
2742,relations,2,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official
2742,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2746,entities,1,2,1,bank_account;location;phone_call,bank_account;money
2746,relations,1,5,0,claims_identity_theft;demands_money_transfer;mentions_account_freeze;mentions_suspicious_activity;normal_call;warns_against_disclosure,demands_money_transfer
2746,qualifiers,2,0,0,requested_action_type;transfer_channel,requested_action_type;transfer_channel
2759,entities,4,5,0,bank_account;document;family_member;investigation;loan;location;money;personal_information;victim,bank_account;loan;money;personal_information
2759,relations,3,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;requests_personal_info;threatens_arrest
2759,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2762,entities,0,3,1,location;money;victim,loan
2762,relations,0,4,0,claims_financial_loss;claims_identity_theft;normal_call;requests_physical_action,
2762,qualifiers,0,0,2,,requested_action_type;transfer_channel
2765,entities,2,5,0,bank_employee;document;loan;location;money;personal_information;victim,loan;money
2765,relations,1,13,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_security_code;requests_verification_code,creates_urgency
2765,qualifiers,1,3,1,coercive_pressure;institutional_pretext;requested_action_type;urgency,requested_action_type;temporal_pressure
2766,entities,5,6,0,bank_employee;credit_card;document;family_member;loan;location;money;personal_information;phone_call;third_party;victim,credit_card;family_member;loan;money;personal_information
2766,relations,2,17,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;requests_personal_info
2766,qualifiers,1,3,2,coercive_pressure;institutional_pretext;requested_action_type;urgency,requested_action_type;temporal_pressure;transfer_channel
2774,entities,3,8,0,bank_account;case_number;government_agency;investigation;location;money;phone_call;police_officer;prosecutor;third_party;victim,bank_account;police_officer;prosecutor
2774,relations,1,13,1,cites_legal_authority;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_remote_control;requests_verification_code;warns_against_disclosure,impersonates_official;threatens_arrest
2774,qualifiers,3,0,0,coercive_pressure;institutional_pretext;transfer_channel,coercive_pressure;institutional_pretext;transfer_channel
2777,entities,7,11,0,bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;third_party;victim,bank_account;credit_card;government_agency;loan;money;personal_information;police_officer
2777,relations,4,17,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2777,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2779,entities,4,8,0,bank_account;case_number;family_member;government_agency;investigation;loan;location;money;personal_information;phone_call;police_officer;victim,bank_account;money;personal_information;police_officer
2779,relations,4,17,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2779,qualifiers,4,1,0,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2799,entities,3,4,0,bank_employee;credit_card;family_member;loan;location;money;phone_call,credit_card;loan;money
2799,relations,1,13,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency
2799,qualifiers,1,1,2,requested_action_type;urgency,requested_action_type;temporal_pressure;transfer_channel
2805,entities,1,1,0,money;victim,money
2805,relations,0,2,0,claims_financial_loss;mentions_case_number,
2805,qualifiers,0,0,0,,
2808,entities,3,6,0,ATM;bank_account;family_member;location;money;online_banking;personal_information;phone_call;victim,bank_account;family_member;money
2808,relations,2,14,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code,creates_urgency;demands_money_transfer
2808,qualifiers,2,2,1,coercive_pressure;requested_action_type;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2812,entities,6,8,0,bank_account;caller;case_number;document;family_member;government_agency;investigation;location;money;personal_information;phone_call;police_officer;prosecutor;victim,bank_account;government_agency;money;personal_information;police_officer;prosecutor
2812,relations,3,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2812,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2817,entities,4,4,2,bank_account;credit_card;family_member;loan;location;money;phone_call;victim,bank_account;credit_card;government_agency;loan;money;personal_information
2817,relations,3,16,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;threatens_arrest,creates_urgency;demands_money_transfer;requests_personal_info
2817,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2825,entities,4,5,0,bank_account;bank_employee;credit_card;document;loan;location;money;phone_call;third_party,bank_account;credit_card;loan;money
2825,relations,2,10,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer
2825,qualifiers,3,2,0,institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2827,entities,4,4,0,bank_account;bank_employee;credit_card;location;money;personal_information;security_code;victim,bank_account;credit_card;money;security_code
2827,relations,4,13,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;requests_security_code;warns_against_disclosure
2827,qualifiers,3,1,0,requested_action_type;temporal_pressure;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2828,entities,8,11,0,bank_account;bank_employee;caller;case_number;credit_card;family_member;government_agency;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;credit_card;family_member;loan;money;personal_information;police_officer;prosecutor
2828,relations,5,16,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;normal_call;requests_personal_info;threatens_arrest
2828,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2835,entities,2,4,0,loan;location;money;personal_information;phone_call;victim,loan;money
2835,relations,1,14,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
2835,qualifiers,2,1,1,requested_action_type;temporal_pressure;urgency,requested_action_type;temporal_pressure;transfer_channel
2838,entities,1,2,0,bank_account;location;phone_call,bank_account
2838,relations,1,6,0,claims_identity_theft;creates_urgency;mentions_account_freeze;mentions_case_number;normal_call;requests_security_code;requests_verification_code,creates_urgency
2838,qualifiers,1,1,1,transfer_channel;urgency,temporal_pressure;transfer_channel
2840,entities,2,3,0,bank_account;location;money;phone_call;victim,bank_account;money
2840,relations,1,14,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency
2840,qualifiers,1,1,1,transfer_channel;urgency,temporal_pressure;transfer_channel
2846,entities,0,4,1,bank_employee;location;phone_call;police_officer,money
2846,relations,0,4,0,impersonates_official;mentions_suspicious_activity;normal_call;requests_specific_action,
2846,qualifiers,0,0,0,,
2860,entities,3,6,1,bank_account;case_number;family_member;location;online_banking;personal_information;phone_call;prosecutor;victim,bank_account;money;personal_information;prosecutor
2860,relations,4,17,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2860,qualifiers,5,0,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2867,entities,5,5,0,bank_account;case_number;credit_card;family_member;government_agency;location;money;personal_information;phone_call;victim,bank_account;credit_card;government_agency;money;personal_information
2867,relations,3,16,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2867,qualifiers,4,1,0,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2869,entities,1,2,0,personal_information;phone_call;victim,personal_information
2869,relations,1,10,0,claims_financial_loss;claims_identity_theft;demands_money_transfer;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_remote_control;requests_verification_code,requests_personal_info
2869,qualifiers,0,2,0,coercive_pressure;requested_action_type,
2872,entities,6,9,0,bank_account;caller;case_number;credit_card;document;family_member;government_agency;investigation;location;money;personal_information;phone_call;prosecutor;third_party;victim,bank_account;credit_card;family_member;money;personal_information;prosecutor
2872,relations,4,17,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2872,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2873,entities,6,10,0,bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;location;money;personal_information;phone_call;police_officer;prosecutor;victim,bank_account;credit_card;money;personal_information;police_officer;prosecutor
2873,relations,4,17,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2873,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
2877,entities,3,6,0,arrest_warrant;bank_employee;document;loan;location;money;personal_information;phone_call;victim,loan;money;personal_information
2877,relations,3,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code,creates_urgency;demands_money_transfer;requests_personal_info
2877,qualifiers,1,2,1,institutional_pretext;requested_action_type;urgency,requested_action_type;temporal_pressure
2880,entities,9,13,0,ATM;arrest_warrant;bank_account;bank_employee;caller;case_number;credit_card;document;family_member;government_agency;investigation;loan;location;money;online_banking;personal_information;phone_call;police_officer;prosecutor;security_code;third_party;victim,bank_account;credit_card;family_member;government_agency;money;personal_information;police_officer;prosecutor;security_code
2880,relations,6,16,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;requests_security_code;threatens_arrest
2880,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2886,entities,3,4,0,bank_account;bank_employee;loan;location;money;phone_call;victim,bank_account;loan;money
2886,relations,2,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer
2886,qualifiers,2,3,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,requested_action_type;temporal_pressure;transfer_channel
2890,entities,2,7,1,ATM;bank_employee;credit_card;document;location;personal_information;phone_call;security_code;victim,credit_card;money;security_code
2890,relations,2,12,1,claims_financial_loss;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;requests_security_code;warns_against_disclosure
2890,qualifiers,2,2,0,requested_action_type;temporal_pressure;transfer_channel;urgency,temporal_pressure;transfer_channel
2897,entities,1,3,0,loan;money;phone_call;victim,loan
2897,relations,0,3,0,claims_financial_loss;impersonates_official;normal_call,
2897,qualifiers,1,0,0,requested_action_type,requested_action_type
2901,entities,7,8,0,bank_account;bank_employee;caller;credit_card;document;family_member;government_agency;location;money;personal_information;phone_call;prosecutor;security_code;third_party;victim,bank_account;credit_card;family_member;government_agency;money;prosecutor;security_code
